kbg02**|너무 이뻐요♥♥     ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥그리고 살때 한치수 더 큰걸루 사야할것 같아요ㅠ그래도 맘에 들어요
dhqhgus04**|아진짜 너무좋은데요,,?? 옷 너무이뻐요 아직 겨울인데 세일하길래 여름에 입으려고 미리 사뒀어요ㅎㅎ 고고싱이 배송은 느려두 배송지연보상쿠폰도 주니까 배송가지고 뭐라 못하겠더라구용 저는 여름옷이라 안급해서 이때받았지만 급한분들은 배송지연보상쿠폰줘도 배송때문에 화날수 도 있으실것같아용
1114361888689914**|제가 생각하던 딱 이쁜 소라색으로 와서 매우 만족합니다!! 단독으로도 입기 이쁘고 코트나 자켓안에 입어도 아주 이뻤어요!!
1114361888689914**|택배는 늦지않게 배송왔어요!!바지는 지금 날씨에 입기에는 조금 얇았지만 나름 괜찮았고 핏이 진짜 이뻐요!!! 여름쯤에 입으면딱 좋을듯♡ 그래서 다른 색상으로도 사볼까 생각중이에요! 니트도 색이너무 이뻤어요 딱 생각하던 이쁜 소라색으로 와서 만족합니다♡
gus34**|이뻐요 색도 네가 좋아하는 와인색이고 두께도 생각보다 있고 안에 기모라서 띠뜻해요 제가 키가 커서 길이가 좀 짧지만 안에 스타킹신고 코트입으니까 괜찮아요~~
bbapseul02**|폴라니트 여리요리한게 필요해서 구매했는데, 정말 잘 산것같아요! 두꺼운 코트랑 입으면 막 춥지도 않구요! 하지만 팔아 조금 짧아서 접어입기에는 휑하구요..! 그것만 제외하면 정말 예쁘고 가벼운데 따뜻한 니트인것같아요!! 추천합니당
kun32**|옷 질감도괜찮고 예뻐요! 어제 입고나갔다가왔는데 안춥더라구요 추천합니다ㅎㅎ 배송받고나니 세일이라니.. 조금슬프지만 만족입니다~
dup071**|색깔이 약간 보라색이라서 부담스럽지않아요정말 부드러워서 넘나 고급져줍니다.가격도 저렴하구 예뻐서 잘 산것같아요!
zzang64**|두껍고   뻣뻣하네  라고뜯자마자....안입고있다가   정신없이 입고나와서 보니까길이도  괜찮고  따숩고  뻣뻣하지는 않더라구요카키시켯는데  잘 어울린다고  예쁘다고  그러더라구요이건 내가옷빨이 잘받는거  풉가격대비    시켜서입을만합니더
zzang64**|지금  다른색깔별로 주문하려고 로그인했습니더사이즈도  기존사이즈랑  똑같고  어깨끈 불편할줄 알았는데괜찮네요 스판감도 그렇고 대 만족  싼 가격으로  좋은속옷 득템   ㅋㅋ 개이득다른기본  예쁜속옷도  많이나오길 ^^**
hubb1**|보풀 잘 생길 것 같은 니트라서 교환 할까 망설이다가 색이 예쁘고 팔부분 니트 짜임? 이 예뻐서 참았어요 ㅜㅜ 첫번째 사진이랑 비슷하고 살짝 더 핑크가 섞인 느낌이예요 두툼해서 따뜻하긴 한데 세탁할 때 신경써서 해야될 것 같아요 배송은 이주 만에 왔어요~
bbc0**|일단 바지 예뻐요♡ 깔끔하구 입어보니까 레깅스처럼 쫙 달라붙는게...! 너무좋아요.. 진짜 가격대비 괜찮은 제품인데 딱하나 아쉬운게있다면 질...? 좀 많이 얇아서 많이 추울때는 못입겠더라구요ㅠ 그것만 아쉽고 나머지는 다 굿...! 하나쯤 사보는것도 나쁘지않아요♡
kxxj**|다크그린 기모와 쭈리 인디핑크 구매했어요! 원래 카키색을 탐냈었는데 기모는 품절이라 아쉽게도 다크그린으로 구매했는데 생각보다 색상이 너무 취향저격이라 대만족이네요>< 진한 컬러감이라 얼굴 혈색이 살아나는 효과까지!! 쭈리 인디핑크도 여리여리한 색감이 예뻐요 주말에 날씨가 엄청 추워서 입고 나갔는데 너무 따뜻해서 덕분에 출퇴근 길이 노곤노곤 했답니다ㅎㅎ 안감 기모도 부들부들해서 잠오기 좋은 그런 느낌이에요 그리고 평소 루즈한 제품들을 좋아하는데 이건 진짜 루즈핏에 교과서 같은 느낌이에요 남친옷 뺏어입은 느낌? 사이즈 걱정없이 입을 수 있는 아주 바람직한 맨투맨이네요ㅎㅎ 여유만 있다면 깔별로 쟁여두고 싶은 완소 맨투맨이에요! 너무 만족스럽습니다
bbc0**|택배가 너무 빨리와서 일단 좋아요♡♡ 토요일날 저녁에 주문했는데 월요일날 와서 넘 놀랬다는... 그리고 무엇보다 니트 너무예뻐요 진짜 완전 짱짱짱짱 이쁨♡ 크림색 주문했는데 약간 아이보리색 같아용 그냥 데일리로 입기 넘넘좋은듯...! 심지어 가격도 너무 싸서 깔별로 사고싶어요ㅠ 이거 진짜 이뻐요 가격도 싸니까 꼭 사세요진짜...๑^▽^๑
alppe04**|방금온 따끈따끈한 기모맨투맨!!배송이 3일밖에 안걸려서 생각한것보다 조금 얇아서 아쉬웠지만 그래도 따뜻해서 좋음♡
gksrlwls**|이거진짜완전 편해요 근데 왼쪽엉덩이쪽 허리띠넣는?부분이 터져서왔네요ㅠㅠ 근데 편해서 그냥입고잇어요 강추합니다
gksrlwls**|동생주려규샀는데 동생이 좋아해요 ㅎㅎ 스판 완전 최고구요 진짜 너무편해요 이거 다입으면 동생이 또 사달래욬ㅋㅋㅋ 좋아요
gksrlwls**|예뻐요 근데 아쉬운점이있다면 소매부분이 쫌 짧다는 정도? 앞에도 그렇게 많이파여있지가 않아서 잘 입을수 있을거같아용
gksrlwls**|좋아요 목이 쫌짧아서 목쪽이 길긴하지만 색도 맘에들고 크기도 넉넉해요 아무데나 코디해도 다 잘어울려요ㅠㅠ 진짜 이뻐요 추천!
seoyoon13**|목부분이 생각보다 엄청 갑갑해서 불편했고 재질이 얇아서 안에가 살짝 비치더라구요ㅠㅠ 그거빼고는 괜찮았어요 색도 예쁘고..코코아 말고 더 갈색을 살 걸 했지만 잘 입구 있어요~
kyoungmi**|길이도적당하고 따뜻해요~단점은 두꺼워서 무거워요ㅠㅠ그래도 싼맛에 입는다 생각하고 입으면 입어지네요~핏도 그리 나쁘지않고 괜찮아요~ㅋㅋ
kyoungmi**|이뻐요~~~ 따뜻해요~~
jyuhee06**|친구랑 같이 샀다가 찢어졌는데 넘  좋아서 한번 더 샀어요!!가격대비 정말 굿! 진짜 하루종일 따뜻하고 올 겨울은 이 패딩으로 다 낫네요!! 고고싱 감사합니다!! 추천합니다! 2번 사입으세요!
tjfdkfma20**|가격도 저렴하고 진짜 예뻐요..❤️ 이번 겨울 코트안에 많이 입고다닐것 같아요~~ 봄에도 많이 입고 다닐것 같아요!!! 안에 무슨옷을 입어도 어울리고요
sjy80**|색깔이나 디자인같은건 정말 이쁜데 입어보니까 오버핏으로나와서 정말 너무 크더라구요...ㅠㅠ 팔길이만 맞으면 남자도 충분히 입고 남을정도..? 옷자체는 정말 이쁜데 크기때문에 실망했던 옷입니다
wasa**|이뻐보여서 일부러 세일안하는 걸로 샀는데 받아보니깐 어깨가 너무 각져보이네요. 무겁기도하고요. 털 냄새도 쫌 나네요. 글구 주머니가 작아요. 넣으면 계속 물건이 계속 빠져요. 그래도 롱 패딩이라서 따뜻하고 푹신하긴 해요. 길이도 제가 딱 원하던 길이구요.
jm1**|택배 온지 일주일지났지만 써요! 사기전에 후기들이 다 괜찮길래 후기 믿고 샀어요 ㅎㅎ 주문하고 2주넘게 기달렸지만 잊고있으니까 금방 오더라구요!택배 딱 받아서 입어봤는데 제가 키가 작은편이어서 무릎아래루 와요 그치만 길이 딱 마음에들어요 어깨쪽에만 뭉쳐있어서 어깨깡패긴하지만 그래두 예뻐서 만족해요 입을수록 더 마음에드는거같아요 따뜻하구 좋아요❣️
soso**|ㅠㅠㅠ통통해보여요 따시긴 엄청따신데운동할때 입어야겠어요~~집에서 막입기 운동하기좋네요~~ 그냥편하게입기는짱
tjdrprns**|할인받아서 아주 싸게 구입했어요~~ 완전 대만족요즘 롱패딩만입다가 숏패딩입으니까 색달라요 ㅋㅋ 어떤 옷에도 잘어울리고 완전 따뜻합니다!! 강추에요 이 가격에 이런 퀄리티의 옷을 사다니!! 고고싱 정말 짱이에요 ㅋㅋㅋㅋㅋㅋㅋㅋ
max52**|전 코코아 색으로 샀는데 진심 가격이 너무 싸서... 살까말까 고민 많이했었는데 꼭 사세요!! 목폴라서 당연하지만 목 진짜 따듯합니다 ㅎㅎ 제가 롯데월드갈때 입고갔었는데 실내에서는더워서 목에 땀이날정도로.. 아무튼 고민하고계시는 분들 사셔도 엄청 후회는 안합니다~~! 퀄리티짱♡♥
chhnrg**|부들부들 소재 좋고 내가원하는 색감에 ㅋㅋ 세일해서 가격 반값!!! ㅋㅋㅋㅋ 지금 딱 입고 겉옷입기좋음 ㅋㅋㅋ 원피스랑 입어도 이쁘겟지만 그냥 스키니랑 입어도 넘나이쁨 회사갈때 하의를 검정 위주로 입어야되서 위에 밝은거 사고싶었는데 딱임 넘나 튀지도 않으면서 화사해보임 ㅋㅋㅋ 만족 ㅋㅋ 불을 하나 안켜서 좀 어둡지만 실제로 보면 덜 어둡고 이뿜 ㅋㅋㅋ 엉덩이 덮어줘서 딱임 ㅋㅋㅋ
pric01**|싼맛에 한번 사본건데 생각보다 좋았고요 허리가 살짝 쫄렸는데 그래도 입을만 했어요 이제부터 고고싱 엄청 자주자주 이용하겠습니다
sbs26**|배송은 3일정도 걸린거같구요...저번에 흑청샀었는데 편하고 가격대비 짱이라서요번에 진청으로 하나 더 샀어요!!!! 실망시키지 않는고고싱이네용~
thdbs05**|제가 갖고잇는맨투맨중에 갑중에갑이예요 진짜 완전편하고 많이커서 덩치가 커보일까바 걱정이엿는대 그럴 걱정절대ㄴㄴ 따른색도 사고싶어용 감사합니당
thdbs05**|이니트진짜 완전제스타일이예요 또다른색도 살까 생각중이예요ㅎㅎ이번에 고고싱에서 산 옷들한개도빠짐없이다맘에들어요 감사합니다 이쁜옷마니마니올려주세용
thdbs05**|보들보들하고 정말예뻐요ㅜㅜ이번엔 정말잘뽑은것같아요 감사합니다또 다른색상을사고싶어요 고고싱은 진짜 사랑이예요
ansk1**|버건디 색샀는데 사진이랑 거의 비슷했어요실제로 입으니까 생각보다 짧아요..일자로 떨어져서 날씬해보여서 좋았어요!근데..입고나니까 어깨부분이 너무 쉽게 뜯어졌네요...ㅠ한번밖에 안입었는데...ㅠㅠㅠㅠ 맘에 드니까 그냥 꿰메서 입으려고요...ㅠㅠ
kkjcan**|첨에 보고 애기 옷인줄 알았어요 근데 뭐 안에 입을거니깐 ㅎㅎ신축성좋아서 잘 늘어나요 블랙샀오요 남방위에 입으려구 모두 사세용
wjdekqls08**|이거친구선물해주려고샀는데친구가진짜맘에들어하더라거용색도맘에들고사이즈도딱이쁜거같아서목폴라랑입어도하나도이상하지도않더라거용
wjdekqls08**|이거진짜보자마자디자인이ㅠㅜㅜㅜ지려요ㅠㅠㅠ안에내부도그렇게작은편은아니여서괜찮은구같아요저는그래도저링같은디자인이너무맘에들어용
wjdekqls08**|저는검정이랑흰색목폴라티샀는데진짜재ㅔ질도따갑지않아서너무좋고니트나남방에입어도깔끔하게꾸며입은거같아서괜찮더라고용기본컬러말고다른색도있어서스타일링하기너무편해용
wjdekqls08**|저는검정이랑흰색목폴라티샀는데진짜재ㅔ질도따갑지않아서너무좋고니트나남방에입어도깔끔하게꾸며입은거같아서괜찮더라고용
wjdekqls08**|저는개인적으로이옷은진짜맘에들엉ㅛ코트나자켓안에입어도깔끔하고치마랑바지랑도잘어울려요ㅠㅠ진짜사도후회안할상품이에영
coao**|생각보다 괨찮긴한데 냄새가 너무나요 진짜 들고다니지 못할정도로 냄새가 너무남 ;; 페브리즈 거의 한통 쏟아부은듯 살짝 싼티난거 빼고는 맘에드는데 삼만원치고는 퀄리티가 그냥그럭저럭 걍나뿌지않음 많이파세영 고곡싱~~.~.~..~~
coao**|완전편하고! 완전따뜻해요!!!!! 요근래 바지산거중에 제일성공한듯 길이가 살짝 아주살짝 짧은거 빼고는 딱좋아요 이런스타일바지 하나더있었으면 좋겠습니다 ㅠㅠㅠㅠㅠ 많이파세용 고고싱 추천합니다 ~~~!*!*!^!*!
coao**|많이작을줄 알았는데 딱맞네요 하트도 포인트로 귀엽고 아주 마음에들어요 근데 오래입으면 늘어날거같은? 목이 살짝불편한거 빼고는 괜츈괜츈 다른색상있으면 구매할텐데 아쉽네용 많이파세오 고고싱 추천추천~~~~!!!!!!!!!!
coao**|택배를 늦게받아서 환불신청이안될거같네요 참.. 끈에있는고리는 아에없고 싼티너무나고 이런불량을 어떻게 보내는지 이해가안되네요 고고싱에서 가방많이사는데 이런적이없었는데 끈에 고리가 아에없어서 걸수가없어요;;  택배도 늦게오고 환불도 안되고참 어쩌라는건지
chlgoa**|고고싱바지는 한번도 실패한적이 없는것같아요너무만족합니다.디자인도이쁘고 스판도좋구 짱짱해요.안앉다일어나도 흐트러짐도없고 정말 너무편하네요.수고하세요~~~^^
coao**|생각보다 짱짱하고 다른거 시키는김에 양말도필요해서 같이시켜봤어용 그냥시장에서 파는것보다 훨씬맘에들고 색깔도 이쁘네요 ㅎㅎ 다른색상들도 구매하려구요! 더다양한색깔들이 나왔으면 좋겠네요 ㅠㅠ 많이파세요!!~~~~~~~
zzanga43**|롱치마나 가디건에 입으려구 샀는데 귀엽네요타이트한 스타일이 아니라 더 좋구요질두 톡톡하구 색상두 그렇구 만족이요^^
zzanga43**|이 귀걸이 딴데선 더 비싸던데 고고씽이 저렴해서 구입했어요귀걸이가 작고 심플해서 이뻐요전 알러지가 있어 오래는 못 끼는데 그래도 만족이네요
tnwjd13**|블랙 색상으로 구매했어용와인 색상이랑 고민했는데 일단 무난한 색상으로 샀네요 ㅎㅎ역시 만족스러운 구매에요~편하고 핏도 괜찮고 좋네요 ㅎㅎ
tnwjd13**|보자마자 너무 편하고 이뻐보여서 사게됬어용 ㅎㅎ다크카키 색상으로 구매했습니당질도 좋고 옷도 이쁘네요 역시자주 입게될것같아요!
tnwjd13**|인디핑크 색상 구매했어요!약간 핑크색을 기대했는데 받아보니사진과는 색상이 약간 다르네요 ㅠㅠ거의 베이지 색상인것 같아서 아쉽네요ㅠ그래도 옷은 이뻐요~
tnwjd13**|퍼플 색상이 이뻐보여서 샀네요 ㅎㅎㅎ역시 후회없는 구매입니당입어보니 불편하지도 않고 이뻐요 ㅎㅎ앞으로 잘 입을꼐요~~
tnwjd13**|고고싱에서 치마 많이 샀는데이 치마도 역시 이쁘네요 ㅎㅎ옷이 편하고 이뻐서 자주 입을수 있을꺼 같아용가격대비 퀄리티 굿이에요 만족합니당
jgy0703**|얇은 기모라서 한겨울에도 입을 수 있고 날씨가 조금 풀려도 입을 수 있을 것같네용 팔이랑 전체길이가 긴편이라 팔은 접어서 입어요! 박시한 느낌에 팔에 하트모양이 너무 귀여워요><
skc02**|오래 기다리다 받았습니다. 길이랑 폼이 조금 여유있는거라 편안하게 청바지랑 받쳐 입기 좋은거 같아요. 다른색깔도 있었으면 좋았을껄 하는 생각이 드네요. 저렴한 가격에 득템했네요.
tnwjd13**|다크브라운 색상이 이뻐보여서 구매했습니당블랙 색상도 사고 싶었는데 하나밖에 못사서 아쉽네요 ㅠㅠ받아보니 사진그대로 옷이 너무 이뻐용 ㅎㅎ
tnwjd13**|진그레이 색상 구매했슴니당세일해서 싼 가격에 샀는데이정도 퀄리티면 굿이네요 ㅎㅎ잘 산것 같아요 맘에 들어요~~자주 입을꺼같아용
skc02**|전에 세일할때도 살까말까 망설이다가 샀는데 생각한것 보다더 마니 예쁘네요. 특히 요렇게 와이드한 팔부분 너무 조아라하는데 입으니깐 썩 괜찮네요. 저렴한 가격에 완전 만족합니다.
tnwjd13**|와인 색상 샀는데 생각보다 너무 작은것 같네요 ㅠㅠ입기 입들거 같아요후리스 안감이라 따뜻하긴 할 것 같아용그래두 잘 입을께요~
