wlghclg**|넘나예뻐요>< 다음에도 또 사입고 싶어요 색깔별로 소장하세요ㅜㅜㅜ
jsb40**|종아리 근육때문에 스키니를 입어도 핏이 별로 안예뻤는데 일자핏이라 그런지 툭 튀어나오지 않아서 좋아요ㅠㅠㅠㅠㅠ 통이 어느정도냐면 포카슬랙스보다 넓어요 !! 제가 포카슬랙스s 구매하고 입었을때 종아리부분이 붙어서... 실패했었는데 이거는 안붙어요bbbb 별4개인 이유는 스판이 없습니다........ 쭈구리고 앉았을때 쪼매 낍니다요ㅠ 또 중청색 바지를 처음 사보는데 제가 예상한 색이 아니였어욥.. 상세페이지보다 좀 더 연한색상입니다! 아아ㅏ 또 제가 다리가 긴편인데 접어입으려면 바지를 좀 내리고 접어야해요 !! 결론은 사도 괜츈괜츈해요 !
qkrtjda**|배송늦었지만 이뻐요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
qkrtjda**|배송 늦었는데 이뻐요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
qkrtjda**|배송 늦었지만 이뻐요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
qkrtjda**|배송 늦엇지만 이뻐유
thal91**|완전이뻐요 ^^ 제가 키가 큰편인데도 별로 짧지도 않고 무엇보다 보통 니트입으면 부해보이는데 이거 그렇지도 않네요 ^^ 예뻐요
maranata**|제가 어깨가 넓어서 작으면 어쩌나 걱정을 했는데 오히려 좀 1박시한 느낌이었어요. 허리쪽도 그렇고 많이 큰편이에요. 그렇게 많이 두껍지 않아서 가을에 입기에 딱 좋은것 같아요. 겨울에는 이너를 두꺼운걸로 입지 않으면 추울것같아요ㅎㅎ
maranata**|몸에 딱 달라붙고 펑퍼짐하지 않아서 좋았어요. 색도 딸기우유?색이라서 너무 이쁘고요. 제가 많이 통통해서 좀 딱 맞는 경향이 있는데 평균 정도 되시는 분들한텐 정말 이쁠것같아요. 쫀쫀하고 늘어짐이 없어서 좋아요.
maranata**|정말 쫀쫀하고 딱 달라붙어요. 라인이 잘 살고 정말 최고인것 같아요. 이 스커트는 사시면 후회 안하실거에요. 전 통통한편인데 L 사이즈 사니깐 딱 좋았어요. 강추합니다!!
ads**|배송은 주말빼고 3~4일 걸렸고요 위에가 너무 짧은게 아쉽고 바지는 내가 원하던 스타일! 약간 낑기지만 좋다
wkdud81**|너무이뻐요ㅠㅠㅠㅠ 아이보리색은정말신의한수예요 고민하시는분들은무조건사세요!!! 그리고제가키가165라끈이짧을줄알았는데조절가능해서오히려남고 가방크기도제가딱원하던그사이즈라잘산듯요폰이랑지갑틴트등등많이들어가도자리남아요!!꼭사세요
areum35**|넘 이뻐요~^^
kieco10**|고고싱에서 산 블라우스랑 모자랑 함께 코디했습니다!원래는 검정색으로 사고싶었는데 품절됐길래 네이비로 그매했어요!! 네이비 정말 예쁘네요 ㅜㅜ 네이비로 사길잘한것 같아요. 가격에 비해서 재질도 괜찮아요!!
kieco10**|고고싱에서 산 원피스랑 베레모랑 같이 코디했습니다!!~생각한 그대로에요. 블라유스 너무 여성스럽고 예뻐요!!무엇보다 배송이 빨라서 너무 좋았어요
kieco10**|검은색 베레모 사려고 찾고있었는데 검은색이 없어서 네이비로 구매했습니당~~!! 자세히보면 모자 위에 숨구멍도 뚫려있더라구요. 배송도 엄청 빨리해주셔서 좋았습니다.
rhdwnd**|저는 155센치 허벅지둘레가 (가장두꺼운부분) 51센치인 여대생입니당>< L이 너무 클까봐 M으로 바꿨어요!!일단 기장이 조금 짧은 것 같아서 아쉽긴한데ㅠㅠ 뭐 제 생각보다 다리가 좀 길었나봅니다(꺄륵)일단 옷을 입는데ㅋㅋㅋ 망설임없이 늘어나는게 너무 좋았어요ㅋㅋ수영복을 입는 느낌이랄까? 얼마나 편하냐면 평소에 청바지입고 아빠다리 불편해서 못하잖아요 얜 아빠엄마 다리 다 해먹습니다 진심 개편해요 오오... 그리고 청바지의 청 재질이 아니라 진짜 청바지 무늬 수영복쯤? 진짜 좋아요♡♡ 겨울에 입기엔 약간 얇은 감이 있지만 아주 추울 정도는 아니구요 아무튼 시험공부 재쳐두고 오늘 밤새 칭찬해도 모자를 바지입니다♡♡♡ 트인걸로 하나 더 사려고 생각중이고 천국바지 재질로 검은색스키니진 나오면 좋겠어요!!  천국바지ver.블랙 같은거요ㅋㅋㅋ 이상 저의 똘끼넘치는 사진을 감상해 쥬세여~~ (아무도 안궁금하시겠지만 위에 검은티셔츠는 고고싱에서 파는 포켓아일렛포인트티(블랙) 입니댜~~)저 홍보 잘하지않나여 직원으로 뽑아쥬세여ㅋㅋㅋ
merrong9**|와아아아안전 맘에 들어요! 색도 예쁘고 좋아요.근데 지금 입기에는 얇아서 안에 꼭 얇은 티라도 입어줘야 할 것 같아요. 저는 스트라이프 티를 입었는데 이런 코디도 괜찮은 것 같아욧'완전 노랑'이 아니라 '머스타드랑 개나리 노랑'이에요
merrong9**|완전 맘에 들어요~~!!!핏도 딱 좋아요. 한번 접으면 조금 남는 정돈데 저는 오른쪽에 마감ㅁ처리가 제대로 된 것 같지 않아 아쉽네요...ㅠㅠㅠ색은 모델이 입은 거랑 비슷합니다!
jeewoo05**|개인적으로 다크그린보다 쫌더 쨍한초록색?느낌이있어요 근데진짜예뻐요 엄청두껍고 어디에다입어도예쁘고 핏도너무귀여워요 완전맘에들어요
merrong9**|배송은 생각보다 빠리 왔어요!색상은 모델이 입은 거랑 비슷했어요!!! 겉부분 재질은 좋은데 안에는 좀 꺼끌꺼끌 해요. 안에 뭐 입고 입어야 될 것 같습니답...그래도 산 거 후회 안해요!제 후기가 참고가 되었으면 좋겠네요.
jeewoo05**|생각보다 엄청두꺼워서 놀랐어요 엄청따뜻하고 목라인도 짱짱하고 핏도 동글동글하니 귀여워요 소매가 엄청길어서 당황했는데 두번접어서입으면 딱예쁘더라구요 길이도 넉넉한게 맘에드네요 완전좋아요..
rhdwnd**|포토후기2등입니다~~저는 블랙 샀는데 옷이 귀엽고 캐주얼해서 입기 너무 좋아요!! 아무데나 다 잘어울려요ㅋㅋㅋ 고고싱 평소에도 애용했지만 앞으로 더 애용할거에요!!
kim20**|배송도 빨랐고 저렴히 잘 샀어요!길이도 품도 딱 좋습니다 ㅋㅋㅋ편하게 후드티 입기 좋아요.가격대비 완전 굿 !!!!고민안하고 구매강추
1850307151865796**|이거 보고 진짜 충격 먹었어요 팔이 너무 길어요 모델분이 저보다 작으셔서 저한테는 팔길이가 맞을 줄 알았는데 진짜 손이 다 가려 졌어요 전 이거 진짜 비추예요....
lyb09**|꺄이건처음봣을때너무이뻣ᆞ사고십엇어요ㅜㅜㅡ왓는데처음엔조금당황햇지만너무이쁘고어깨선이조금안맞는거빼고다좋아용
lyb09**|역시이름대로천국바지답네용처음엔너무작아보여서걱정도됫지만확실히스판끼가죽이고요그래도단이조금짧은거는조금아쉽지만그래도너무너우만족중이야옹!
lyb09**|갑자기급클러치백사고십은병이돋어서충동적으로구매를눌럿지만후회안되고잘산거같아서너무너무좋은거같아용
ksh62**|슬림 후라이스티 브라운 구매했습니당재질도 좋고 색깔도 이뻐서 다른색상 더 구매하려고 합니당!!가격도 저렴하고ㅠㅜ배송도 빨라서 좋앗슴니당역시 믿고사는고고싱
ksh62**|치퍼 카라니트 네이비 색상 구매햇어요~~일단 핏이쁘네여~사진이랑 실제색상이랑 거의 비슷하구가격도 저정도면 저렴하구 이뻐요!!!!배송도 빨랏고 좋앗슴니다~
1850307151865796**|얘는 색감이 예뻐요 진짜 근데 안쪽이 실이 덕지덕지 붙어서 왔어요ㅠㅠㅠㅠ 어제 테이프로 때느라 힘들었어요 사진찍고 방에 옷먼지 잔뜩......... 급하게 입어야해서 반품은 못하지만 다시 사라하면 안살것 같은아이..... 대식 색은 예뻐요
1850307151865796**|이 바지는 마감이 조금 덜 된거 같아요 색은 진짜 딱 남색이예요 버튼쪽이 실이 삐죽빼쥭 되어있어요 다른색으로 재구매의사는 ..... 없어요
1850307151865796**|이건 진짜 예뻐요 진짜진짜 강추하는 템!!! 색도 빨갛게 예쁘고 마감도 잘 되어있고 가격도 저렴하고 진짜 좋아요 이건 다른 색으로 하나 더 사려구요ㅎㅎ
shineee**|제가 키가 작아서 맨날 길이는 맞는데 허리가 안맞이서 바지사기가 너무 힘들었는데 이 바지는 진심 허리도 딱맞고 핏도 살고.. 이루말할 수 없는 벅찬감동 입니다ㅠㅜㅜ 중청으로 하나 더 겟챠해야겠어요 진짜 짱예쁨
1850307151865796**|얘는 조금 얇은 느낌이 들었어요 기장도 그렇게 길진 않고 정당해요 근데 살짝 비치는거 같아요 흰색 말고는 괜찮을 것 같아요^^
1850307151865796**|다음주에 출고 된다해서 기다리고 있었는데 어제 도착했어요 예뻐요 이건 살 만 한거 같아요 디자인도 예쁘고 기모도 따뜻하고 근데 단점은 안 기모에서 조금씯 털이 날려요 그거 빼곤 다 좋아요
heyjin**|진짜 천국바지맞는데....S사이즈 샀는데 어제 입고 나갔다가 커서 계속 불편했어요ㅜㅜ골반하고 엉덩이쪽이 살이 워낙 없어서 S도 크네요ㅜㅜ그래도 대충 맞을거같아서 S로 산건데ㅜㅜXS살걸 그랬어요ㅜㅜ 발목부분은 잘 잡아주니 너무 편해서 좋은데 ....벨트차고 잘 입고 다녀야겠어요.교환하려다가 과정도 귀찮아서 ㅜㅜ그래도 디자인도 예쁘고 좋아요~배송도 빠르고~감사합니다♡
kcd062**|사진보다 생각보다너무크네요ㅠ수선을해야겟어요 옷재질은좋고 안감도들어잇어서 따뜻하긴해요 이쁘게잘입어요ㅎㅎ
kima65**|오늘입고나갔는데 옷은부들부들하고 참좋은데 그 기모가 엄청 떨어져서 흰티에 한가득 묻었네요....한번빨면 어떻게될랑갘ㅋㅋㅋ하지만 부드러워서 만족합니당ㅎㅎㅎ
dlsrud15**|아이보리시켯는데 진짜 완전누랗네요 ㅡㅡ.......
kima65**|후기를올렸는데 날라갔남...ㅠ   기대이상이에욬ㄱㅋㄱㅋㅋ 고고싱에서 바지처음사봤는데 넘나좋습니당ㅎㅎ 사실 주머니불량이왔는데 그냥 제가 잘라서 꼬매버렸어요...교환서로 귀찮으니까요ㅎㅎ... 담엔 불량아닌거 보내주세요~~~~~
future05**|청치마랑 니트 구매했습니다! 학교끝나자마자 바로 와있어서 너무 좋았어요 ㅠㅜ 치마 입어봤는데 솔직히 s사이즈가 아닌줄 알았어요 허리가 너무 커서 좀놀랐구요 그래도 윗도리를 넣어서 입는 편이라 허리가 커보이는건 티가 잘 안났어요! 허리큰거 빼곤 다 맘에 듭니다 ㅠ 너무 조아요 앞으로 고고싱 애용할게요
back02**|배송은 이틀 만에 왔어요 기모가 그런지 안에가 되게 따뜻하게 잘 되있어요 ㅋㅋ 그리고 옷 자체가 좀 귀엽다구 해야하나 ㅋㅋ 안에가 일반 면소재가 아니라서 작게 입으면 이쁠거같아요 ㅋㅋ 하의도 고고싱에서 구매한 부츠컷인데 같이 입어도 잘 어울리네요! 그레이도 이쁜거같아요~!
jilibooks**|포토후기 1등!! 와..넘무 이뻐요.. 헤짐 생각하면 그냥 일자로 된 밑쪽만 헤져잇는 그렇게 생각되는데 ㅅ자로 잘려잇으니까 더 이쁜듯♡ 입으면 완전 다리얇아보이고 중청이라 자주 입을 수 잇을꺼같은 색깔.. 이 바지도 발목을 정말 쫀쫀 하게 잡아줘서 그런 걱정은없지만! 천국 바지 s m 다 맞앗는데 약간 천국바지보다는 크게 나온거 같아용 허리가 쪼매 큼.. 참고하시공 그래도 너무 이쁘니 모두들 사세요!! 이건 대박!!
back02**|배송이 진짜 빨리 왔어요! 이틀만에 왔구요! 옷상태 진짜 이뻐요 새옷이면 좀 냄새나는 경우가 있는데 냄새도 안나고 구겨진 그런 것도 없어요 ㅋㅋ 실측보다 좀 작길래 걱정 했는데 딱 맞아요 헐렁하거나 그러지도 않고 쪼이지도 않아요 ㅋㅋ 상의도 고고싱에서 산 옷인데 역시 이쁘네요~!
future05**|니트랑 청치마! 월요일날 밤에 주문했는데 수요일날 왔어요 ㅠㅜ 빨라서 넘 좋았습니당 ㅎ 진짜 니트 이정도로 싼 가격에 질이 너무 좋았어요 진짜 맘에 듭니당 ㅠㅠ 고고싱 앞으로 애용할거에요 ㅜㅜ 진짜 촘촘하고 하자도 없어서 넘나 좋았어요!
wjddls09**|평소에 검정옷들만 삽니다기본티 입으려고 샀는데정말 기본티. .ㅋㅋ블랙 팔에 라벨이 예뻐서 샀어요마른 사람이 입으면 예쁜핏.두고두고 예쁘게 잘 입을 것 같아요원단도 좋아요:)
wjddls09**|싸서 샀는데얇고! 입을만 합니다처음에 색보고 구리다고 생각했는데계속 보니까 괜찮은 것 같아요ㅋㅋ저는 니트가 없었는데두고두고 예쁘게 잘 입을 것 같습니당
mkjhyojou**|진찌진짜 최강이예요ㅜㅜ!!!!!♡♡♡♡♡♡♡♡♡♡스팟쩔구요 어쩜 이리 내다리에 딱 맞는지♡저도 이거 색깔별로 쟁여놓을꺼예요ㅜㅜㅜㅜㅜ 진짜 너무 편하고 짱이예요ㅠㅠㅠ레알 히트다히트♡♡♡♡
mkjhyojou**|진짜 사진하고 똑같아요!! 진짜 이것은 꼭 사야되요너무 이쁘게 잘 빠져서 진짜 너무 이뻐요ㅠㅠㅠ저도 요고하나 더 사야겟어요
mkjhyojou**|히트다 히트!!!!!!기장도 좋고 디자인도 예쁘고 넘나 좋은것♡쇼핑몰에서 니트 사본건 처음이라서 재질 안 좋으면 어쩌지 되게 걱정햇는데 걱정 안해도 될정도로 너무 좋아요♡최고예여
wlgns70**|좋아요 !!!
mkjhyojou**|이거 니트조끼는 정말 정말 강추예요ㅜㅜㅜㅜ♡가볍고 디지인도 예쁘고 기장도 너무 길지않고 딱 적당해여제가 좀 마른 편이라서 너무 박시하면 어쩌지 이런 생각햇엇는데 적당히 박시해서 입으면 진짜진짜 이뻐요ㅠㅜㅜㅜ꼭 사세요!!!후회 안합니다
rneka**|일단 모델언니들이 입은ㄴ게 너무 이뻐서 후기없는데도 바로 질러버렸어요 !!!! 생각보다 기장이 조금 짧은거 말고는 아주 만족스렂습니당 ㅎㅎ 네이비도 너무 이뻐서 사고싶었는데 네이비옷이 너무 많아서 아이보리로 한번 구매해봤는데 너무 두껍지도 않고 적당한 두께인거같아요 ! 잘입겠습니덩 ~~
rneka**|300- 키, 몸무게 159/50중반-착용사이즈 프리-착용후느낌은?(좋은점/나쁜점)예뻐요ㅠㅠㅠㅠ 모델언니가 입은게 너무 여리여리해보이고 기장도 되게 특이하고 모자도 포인트라서 주저없이 구매했어요 ! 배송도 적당한 시기에 왔고 고고싱 2번째 구매인데 정말 만족스러워용 !!!!! 입으면 되게 귀옂고 여리여리해보여서 이건 진짜 실물파인듯.. 지금 재고가 없다고 그러던데 다른색도 사거싶네요ㅠㅠㅠ 고고싱짱 !!!
mkjhyojou**|정말 마음에 쏙 들어용~♡♡디자인도 정말 예쁘게 잘 빠졋어용다만 전 허리가 23인데 저한테는 허리가 조금 컷어여ㅠㅜㅜㅜ그래도 정말 잘삿다고 생각되네영
shinej**|생각보다 얇지만 예뻐요 이것만 입기는 추울거같아요옷색상은 사진하고 비슷해요재질도 부드럽고 좋아요근데 배송이 너무 늦게왔네요
kgl030**|가격도 저렴하고 마음에 들어요~~ 예뻐용ㅎㅎㅎ 사진은 오늘 입고 나갔다온거에요 실 하나도 안풀려있고 포장할때 접혀 오느라 구김이 좀 있긴 했는데 구김은 펴니까 괜찮아졌어요 깔끔하고 실패할일 없는 블랙이라 더 맘에 들어요! 먼저 베이지 사보고 괜찮아서 블랙도 추가로 구매했는데 베이지 샀을 때는 글 올리는걸 깜빡해서 못 올렸네요ㅠㅠ 생각보다 더 맘에 들고 예뻐요! 정말 정말 괜찮아요 후회 안하실 겁니당ㅎㅎ
kkk45**|원래 후기 안남기는데 이 바지는 너무 이뻐서 이렇게 후기를 남깁니다. 후기에서 다들 스판기가 없다고해서 걱정했는데 막상 입어보니 입기가 그렇게 힘들진 않았고 딱  적당했어요!너무 이쁜데 싸게 잘 구매한 것 같아요!
thdnjs09**|배송이 좀 늦었지만 옷 잘받았습니다.천국바지 답게 엄청 잘 늘어나고 좋네요밑단이 좀 많이 타이트 하게 붙어서 벗을때 불편하지만핏은 이뻐요!! 컷팅도 적절히 잘되있어요~
