760366330840784**|친구와 같이 트윈룩으로 구매했습니당~~끈도 다양한곳에해도 되서 너무 좋았습니다 너무만족해요!
648063258872059**|한가지 아쉬운점이 있다면 예약발송이라 조금늦었다는거 ..? 빼고는 단추 디테일 소매부분 목 홀터넥 적당한 파임까지 완벽해요! 후기보고 에이 이렇게 예쁠리가 했는디 정말 예쁘고 부담스럽지 않아요 ㅎㅎ 패턴도 사진보다 더 예뻐요 실물이 ㅠㅠㅠ 처음에 패턴때문에 고민하다가 산건데 실물 100프로 만족하고요 후회 안하실겁니다
liying**|아이보리색상도 하나더구매하고싶네요 너무예뻐요 완전만족함니다 이가격에이런옷을사나니 너무좋네요~~~
dge45**|짧지도 않고 딱 맞는거 같아요 색깔도 예쁘고 밑에 찢어진부분도 예쁘고 접어도 예쁘고 사길 잘 한거 같아요 ㅎㅎ
dge45**|사진 그대로고 밑에 체육복이든 청바지든 다 예뻐요 bbbb 사기 엄청 잘 한거 같고요 색깔만 다양했음 좋앗을 거 같아요
kimyul20**|색상도 예쁘고 핏도 예뻤습니당. 목도 짱짱했는데 빨면 늘어날 것도 같아요. 여름이라서 밝은 노랑색으로 샀는데 발랄해서 마음어ㅣ들어요. 머스타드색보다는 확실히 노랑에 더 가까운 색입니당.
kimyul20**|약간 작을까봐 걱정했는데 잘 맞았어요. 허리가 조금 크긴 했습니당! 사진이 좀 통짜같이 나왔지만 바지 이름대로 정말 에이핏이고 색도 정말 연청연청 해서 기대 이상이였어요! 사길 잘했어요. 고민하시는 분들 있으시면 사세요! 그냥 입어도 예쁘고 접어 입어도 예쁩니다! 시킨 다음에 입고지연이라고 하셔서 오래 기다릴 각오도 했는데 부분배송 한게 무색하게도 다음날 왔습니다! 주말 빼고 3, 4일 걸린 것 같아요. 배송도 빨라서 정말 마음에 들었어요. 역시 고고싱!
ghkdlxm23**|가격대비 잘샀어요 역시 고고싱 배송이 무지 빨라요 엄청 흰색이라 꺠끗하게 입도록 조심조심 또 조심해야겠어요 감사합니당 지금 입기에 딱 맞는듯,, 7월달은 더울거 같아용
ghkdlxm23**|원피스를 잘입는데 오랜만에 사서 입어봤어요 주변에 사람들이 다 옷이 예쁘다고 그러더라구요 기장이 일부러 긴거 샀는데 160에 종아리 다 덮더라구요 예뻐요 감사합니다
ghkdlxm23**|딱 입으려고 했을때 올리긴 힘든데 다 입고나면 예뻐요 근데 약간 에이라인인지는 의문이예요 그래도 중청 너무 예빠요 감사합니당
yjroh**|여성스럽고 라인 예쁘게 떨어져요 ! 요즘같은 날씨에 딱이네요 !
yjroh**|배송은 느렸지만 마음에 들어요 ! 가볍게 입기 좋아욤 !
ljw10613**|길이가 좀 길긴하지만 바지 안에다가 넣어서 입으니깐 괜찮았어요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
herin03**|제가 덩치가있어서 작을줄알았는데 넘이쁘네욯ㅎㅎ 재질이 그렇게 막좋은것은 아닌데 가격대비 괜찮고 그리고 소매도 넘이뻐요~ 근데 저한테는 쫌 짧더라고요
ysy24**|배송이 너무나 오래 걸렸어요ㅠㅠ 한 달 기다려서 받은 것 같아요 치마에 올이 나간 부분이 3군데 있었지만..ㅠㅠ 반송하면 영영 오지 않을 것 같아서 그냥 입으려구요ㅠㅠㅎㅎ 저한텐 치마가 너무 짧아서 동생이 대신 입겠다고 하네용 저는 뷔스티에랑 다른 치마랑 입고 다니려구요
yhj26**|너무 이뻐요ㅠ 냄새는 좀 나는데 괜찮아용 진짜 맘에들어요 너무 편하고 엄마가 제가 입은걸보고 맘에 든다고하더라구요! 또 살겁니다 고고싱 짱임 진짜ㅠ 이런옷 많이많이 만들어주세요
bin1102**|다른색으로 하나 더 살 예정이에요~~마음에 쏙듭니다~~길이만 드좀 거 길엇으면 더 좋앗을섯같아요~~
bin1102**|길이가 생각보가 짧아오~~~거의 크롭 느낌입니다 그래도 재질도 좋고 맍족스러워요~~~~면 짱좋아요
bin1102**|두가지 색상 구매햇습니다 생각보다 짧아용 크롭느낌이에요~~~그점만 아니면 가격대비 예쁘고 좋스빈다!
bin1102**|사이즈도 딱맞고 면 재질도 좋아요~~~검정색으로 하나 더 살 예정입니다ㅡ 이옷은 냄새도 안낫어요!강추핮니다
bin1102**|냄새가 조금 나긴햇는데 빠니깐 없어볏어용%%~가격대비 너무 만족스럽습니당 하나 더 구매예정이에요
wlgml37**|학교축제때 입으려고 산건데 입고지연때문에 나중에 받게 됐었네요ㅠㅠㅠ 입어보니까 기장이 생각보다 길어서 당황...ㅎㅎㅎ 치마랑 입으니까 예쁘더라고요~ 아이보리 착용샷도 나중에 올리겠습니다!
wldnjse**|와 진짜이뻐요.. 제 최애치마됬어요 이런 치마 입고싶었는데 ㅠㅠㅠ 잘입고 사이즈는 너무 크게시켜서 벨트해야 이쁘더라구요!!
dudals00**|박시하기 때문에 편하게 슥 입기에 좋아요단가라티는 기본템이니까 강추합니당남녀공용이라 같이 입어도 좋을듯요~~
wldnjse**|옷이 잘 튿어진대서 걱정했는데 잘 입고다녀요!’ 애들이 이쁘다고 칭찬해줬아여 ㅎㅎㅎ 근데 치마가 휘휘날려서 바람불면 못입겠어요 ㅠㅠㅠㅠ
dudals00**|시원한 천이라서 좋아요여름에 더울때 편하게 딱 하나 입으면 좋겠어요티가 얇아서 한여름엔 좋을텐데 지금은 너무 얇다 싶으면 티만 다른티 입고 입으면 될 것 같아요 ~
wldnjse**|얘뻐요 예뻐요 사진찍고싶었는데 바빠서 못찍었네요ㅜㅜ 근데 주름때매 입기전에 다림질해야되요! 길이도 좀 짧고..
dudals00**|원래 사이즈 대로 구매했더니 허리는 조금 크지만벨트하면 잘 맞아요 ~골반바지 아니라서 편해용
kjqkek**|치마가 좀 짧은데 안에 바지 덧대어져 있어서 괜찮아요! 생각보다 안에 바지있는거치곤 핏도 괜찮고 옆에 조금 뜨는느낌 인거 빼곤 맘에 들어요 프릴이 조금 구겨지는 재질이긴해요 재질도 완전 시원한 까슬까슬한 재질이라서 여름에 입기 딱인거 같아요 가격이 싸서 기대안했는데 생각보다 괜찮아서 다행이에요
kjqkek**|부스럭 거린단게 무슨말인지 알겠어요 ㅋㅋ진짜 부스럭거리네요 신기... 그 외에는 다 맘에 들어요 길이가 조금 긴감이 있지만 허리선이 위에 있어서 그렇게 다리 안짧아보이는거 같고 뒤에 지퍼있어서 입고 벗는데도 편해용 색이 확실히 사진보단 조금 진하긴한데 탁한 보랏빛은 아니어서 또 어느정도 비치는 재질이라서 그냥 이쁘기만 하네요
kjqkek**|평소 바지 26~27입는데 치마 입을때 허리큰거 진짜 안좋아하는데 이건 잘 맞아서 좋아요 근데 다른분들 말처럼 입는데 힘들어요 스판이 하나도 없나봐요 ㅋㅋㅋ... 특히 엉덩이랑 골반 있으신분들은 더 힘들거 같아요 저도 올라가는데 시간 좀 걸리고 벗는데도 힘들긴 했어요 그래도 핏이쁘고 색이 좀 누런 아이보리긴 한데 안이쁜색은 아니에욤 아 그리고 치마에 점같은게 콕콕 박혀있어요
kjqkek**|생각보다 이뻐서 놀랬어요 원래 딴거 살려다 품절이어서 이거 샀는데 모델이 입은거 보니까 좀 커보여서 그랬는데 생각보다 그리 크지도 않고 허리 묶을 수 있어서 라인잡히고 가슴도 별로 안파이고 적당해서 이뻐요 색은 흰색은 아니고 아이보리에요 그리고 좀 짧은느낌? 제 키 감안하면 짧은편인거 같아요
hja02**|색깔도 화면 같이 예쁘고 너무 달라붙지 않아서 마음에 듭니당 다양한 하의와 같이 입을 수 있을 것 같아요 추천합니다!
hja02**|분홍색에 가까운 색이네요 화면하고 똑같아요~ 소매가 약간 비치는 느낌?의 재질이고 퍼프라서 여리한 느낌이 나요 제 키에도 너무 길지 않고 좋습니다 린넨 재킷하고 입으니 딱 요즘 계절에 맞네요 치마가 약간 바스락거리긴 하지만 전 크게 거슬리지 않는 것 같아요 시원한 소재로 여름 내내 잘 입을 수 있을 것 같습니다 예뻐요:)
hja02**|무겁지도 않고 좋아요 햇빛도 잘 차단해주고요 원래 가격도 저렴한데 할인할 때 구입해서 더 만족스러운 구매 였습니당 블랙도 예쁠 것 같아요!
yuna9**|이거 입고 나가는날은 꼭 옷이 예쁘다고 칭찬 받아요!!가격도 너무 싼데 가격 상의 열일합니다 ㅎㅎㅎ아주 마음에 들었어요~키가 작은분이나 몸이 가늘한분은 아마 사이즈가 좀 크게 느낄수도 있습니다인기상품이라 재입고를 통해 배송 조금 늦었지만 기다리는보람이 있었다고 봐요~
jangey09**|옷이 신축성이 정말조아여 여름에 입기 좋을꺼같고 고고싱에서 산 치마랑 코디했더니 너무이뻐요 그리고 앞에 프린팅되어있는문자 너무 이쁘고 진짜 가볍고 재질이 좋아요
gpqls38**|검정스커트가 없어서 우연히 구경하다 예뻐서 구매했어요!!살짝 들어가는게 버겁지만ㅎㅎ 치마 엄청예뻐요! 스판끼가 별로 없어서 사이즈 반치수 크게 사야할꺼 같아요!
pryhw**|처음에 m샀다가 s샀는데 m은 너무크고 또 s는 너무 딱맞네요 그래도 s입으면 불편한데 이뻐요
pryhw**|더 크게 오버핏으로 입고싶었는데 생각만큼 크지않아 아쉬웠어요 그래도 가격대비 아주 맘에듭니다
pryhw**|아직 입기엔 아침저녁으로 쌀쌀해서 못 입고 돌아다녀봤지만 색깔이 이뻐서 기대돼요 날씨 풀리면 잘입을거같아요
pryhw**|얇은 면이라 여름에도 입을 수 있을 것 같아요 하얀색이라 다양한곳에 활용해서 옷 시킨 것 중에 제일 맘에 듭니다
pryhw**|다른 후기들 처럼 편하긴한데 원하던 핏이 아니라 조금 아쉬워요 그래도 여름에 간단하게 입고 다닐 수 있을거 같아요
96685139**|가슴쪽에 끈 없이도선이 들어가 있어서늘씬해보이고 좋아요~~가슴이 디컵이라 혹시 단추있는곳이 벌어질까봐 걱정 했는데 생각보다 핏이 너무 좋네요^^만족합니다~~ 좋은옷 고고싱에서 많이 건지ㅔㄴ요^^
tndud**|길이도 적당하고 하늘하늘 이뻐요~~ 어깨끈도 조절할 수 있어서 더 좋은거 같아요!! 요즘 날씨에 입기 적당해요~
sohyun1**|걱정했는데 너무 예쁜 원피스네요!!길이도 너무 적당하고 많이 파이고 속치마 짧대서 걱정했는데 전 다 괜찮았습니당 너무 마음에 드네요!!
khyh**|생각보다 도톰했어요 그래서 그런지 흰색이라서 비침은 거의 없더라구요 빨간레터링이 예뻐요  그리고 잘 늘어날거같지 않은 느낌이에요
khyh**|예뻐요 근데너무길어서 길이좀 줄여입었어요 핑크색글씨가 적당히 포인트되고 막입기 넘 좋아요!! 제키는 좀길수도있어요.
khyh**|이티셔츠는 너무너무너무커서 도저히 입을수가없더라고요 아빠 잠옷으로 드렸어요 완젼 박스핏좋아하시는 분들만 입을수 있을거같아요
khyh**|길이가 너무 맘에들었어요 딱 너무 길지도 않고 짧지도 않은 길이에요 그리고 너무 얇지도않아서 좋아요
khyh**|핏 진짜 딱 예뻐요 청바지에ㅣ입으면 존예 가격에비해서 너무 괜찮은거같아요ㅜㅜㅜ 딱 날씬해보이는 핏이에요
khyh**|시험기간때 간단하게 쓰려고 샀어요 저는 평소에 너무 깊은모자 싫어해서 안깊어보여서 샀는데 딱 적당해요!
khyh**|어깨뽕별로일까봐걱정했는데 가격대비퀄리티가 넘 좋아요 약간 하늘하늘하게 떨어지는 핏? 비침도 없고 환절기때 입기좋아요 어깨핏도 저는 맘에들어요ㅠㅠ!!
368747845**|평소에 주변에서 말랐다는 소리를 정말 많이 듣는편인데허리가 낄정도에요..엄청 타이트하네요 세일할때 사서 그냥 살 더 빼고 입으려구요
368747845**|색이랑 핏이랑 딱 좋아요! 린넨이라 시원하고 파인 정도도 좋구요여름에 많이 입을 것 같아요!
368747845**|색깔이 화면이랑 달라요.. 베이지보다는 약간 밝은 살구색?느낌이에요ㅠ 재질같은건 린넨 그대로구요정사이즈에요!
368747845**|세일할때 샀는데 애매해요..!ㅠ.ㅠ 많이 구겨져서 와서 주름을 어떻게 잡아야할지 계속 고민이네요
alam7**|진짜 예뻐요 2주정도 기다리긴했지만 기다릴만한 옷인것같아요 같이 산 옷하고 입었는데 너무 예뻐요
alam7**|안에바지까지있고 지퍼도길어서 입기편해서 좋아요 근데 허리가커서 벨트해야할것같아요 너무 예쁘고 편합니다!
alam7**|허리랑 골반맞게 사려 S로 샀는데 스판이없고 지퍼가짧아서 입을때 찢어질까 두려울정도에요 입고벗는데 힘이많이드네요 그래도예쁘긴해요:)
kimhr3**|심플한 디자인이 마음에 들어서 주문했어요 모델이 입은 그대로에요 심플하고 예뻐요 잘 입을게요
kimhr3**|벨트가 필요해서 주문했어요 예쁘고 마음에 들어요 바지에 상의 넣고 벨트가 보여야 예뻐요 주문하세요
kimhr3**|슬랙스가 필요해서 주문했는데 완전 예쁘고 마음에 들어요 샌들이나 반팔에 왼전 잘 어울리고 좋은 것 같아요
kimhr3**|사이즈가 생각보다 많이 커요 특히 팔 부분이 커요 핏은 모델분하고 비슷하고요 디자인 심플하고 좋아요
gn030**|얇아요 그리고 리본묶기가 좀 어려워요 탈부착이 안되어서 리본을 꼭 묶어야하긴한데 연구해봐야겠어요 리본묶는 방법
gn030**|예뻐요 색이 쿨톤이라 웜톤인 제게는 얼굴을 확 어두워보이게하는 효과가 있지만.. 화면보다는 색이 좀 진한 느낌입니다
gn030**|배송을 엄청 늦게 받았지만 급한게 아니어서 괜찮았어요 입고예정보다 한 열흘가까이 늦은 것 같네요 여름에 입기엔 좀 더울 것 같긴 해요 여름 니트보다는 좀 두꺼운 편이거든요
gn030**|조오금 박시하긴 한데 아이보리라 어디다가 입어도 다 괜찮네요 너무 얇지도ㅠ않고 딱 좋은 것 같아요!
gn030**|예버요! 옷이 비닐같아서 좀 부시럭거리기는 한데 색도 예쁘고 마음에 듭니당 ㅎㅎ길이도 적당하구요!
z261141**|무난하게 잊기 좋은 역시 단가라 티셔츠! 평소 그린 컬러를 좋아해서 패턴이 그린이길래 바로 구매했어요! 너무 딱 달라 붙지 않아서 뱃살 신경도 덜 써도 되고, 속옷이 잘 비치지도 않는 것 같아 더 좋아요!
gn030**|핑크에 가까운데 색깔이 그렇게 예쁜 핑크는 아닌 것 같아요.. 이런 옷을 잘 안입어봐서 그런지 팔 부분이 좀 부해보이기도 하공,,
54834663**|좀 얇고 너무 박시해서 티셔츠가 약간 정사각형 느낌이에요ㅋㅋㅋㅋㅋ 통이 엄청 큽니다! 그치만 시원시원해보이고 실제로도 시원시원합니다
54834663**|딱 맞게 핏되는 반팔이에요! 두께도 적당하고 팔부분이 짧은 반팔 찾고 있었는데 너무 마음에 듭니다> <
54834663**|하늘하늘하고 시원해욤!! 가슴이 좀 파이긴 했는데 심한 정도는 아니라서 그냥 입었어요! 색깔도 화면 그대로고 놀러갈때나 특별한 날 입으면 좋을것같습니당
54834663**|너무 얇아요ㅠㅠㅠ 발가락이 다 보여서 민망합니닼ㅋㅋㅋㅋㅋㅋ 재질이 탄탄한 재질이 아니라서 퀄리티 기대하고 사시면 안됩니다!!
